chunk_id,audio_id,source_path,chunk_path,start_time,end_time,duration,sample_rate,channels,bit_depth
01M0RFPVRHY5G2H321MC6ZR7AZ_chunk0033,01M0RFPVRHY5G2H321MC6ZR7AZ,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3b/ef/3befa8983780f697b424cb71bd236663_01M0RFPVRHY5G2H321MC6ZR7AZ.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVRHY5G2H321MC6ZR7AZ_chunk0033.wav,247.5,262.5,15.0,44100,1,16
01M0RFPVRHY5G2H321MC6ZR7AZ_chunk0034,01M0RFPVRHY5G2H321MC6ZR7AZ,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3b/ef/3befa8983780f697b424cb71bd236663_01M0RFPVRHY5G2H321MC6ZR7AZ.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVRHY5G2H321MC6ZR7AZ_chunk0034.wav,255.0,270.0,15.0,44100,1,16
01M0RFPVRHY5G2H321MC6ZR7AZ_chunk0035,01M0RFPVRHY5G2H321MC6ZR7AZ,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3b/ef/3befa8983780f697b424cb71bd236663_01M0RFPVRHY5G2H321MC6ZR7AZ.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVRHY5G2H321MC6ZR7AZ_chunk0035.wav,262.5,277.5,15.0,44100,1,16
01M0RFPVRHY5G2H321MC6ZR7AZ_chunk0036,01M0RFPVRHY5G2H321MC6ZR7AZ,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/3b/ef/3befa8983780f697b424cb71bd236663_01M0RFPVRHY5G2H321MC6ZR7AZ.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVRHY5G2H321MC6ZR7AZ_chunk0036.wav,270.0,281.051,11.051,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0000,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0000.wav,0.0,15.0,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0001,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0001.wav,7.5,22.5,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0002,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0002.wav,15.0,30.0,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0003,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0003.wav,22.5,37.5,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0004,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0004.wav,30.0,45.0,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0005,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0005.wav,37.5,52.5,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0006,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0006.wav,45.0,60.0,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0007,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0007.wav,52.5,67.5,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0008,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0008.wav,60.0,75.0,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0009,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0009.wav,67.5,82.5,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0010,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0010.wav,75.0,90.0,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0011,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0011.wav,82.5,97.5,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0012,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0012.wav,90.0,105.0,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0013,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0013.wav,97.5,112.5,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0014,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0014.wav,105.0,120.0,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0015,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0015.wav,112.5,127.5,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0016,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0016.wav,120.0,135.0,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0017,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0017.wav,127.5,142.5,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0018,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0018.wav,135.0,150.0,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0019,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0019.wav,142.5,157.5,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0020,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0020.wav,150.0,165.0,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0021,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0021.wav,157.5,172.5,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0022,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0022.wav,165.0,180.0,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0023,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0023.wav,172.5,187.5,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0024,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0024.wav,180.0,195.0,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0025,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0025.wav,187.5,202.5,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0026,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0026.wav,195.0,210.0,15.0,44100,1,16
01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0027,01M0RFPVS7VN7C7RPNCZ2XYDFS,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/02/5e/025ee64371ee3bbdf9718a473863917e_01M0RFPVS7VN7C7RPNCZ2XYDFS.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVS7VN7C7RPNCZ2XYDFS_chunk0027.wav,202.5,214.738,12.238,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0000,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0000.wav,0.0,15.0,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0001,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0001.wav,7.5,22.5,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0002,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0002.wav,15.0,30.0,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0003,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0003.wav,22.5,37.5,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0004,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0004.wav,30.0,45.0,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0005,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0005.wav,37.5,52.5,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0006,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0006.wav,45.0,60.0,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0007,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0007.wav,52.5,67.5,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0008,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0008.wav,60.0,75.0,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0009,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0009.wav,67.5,82.5,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0010,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0010.wav,75.0,90.0,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0011,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0011.wav,82.5,97.5,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0012,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0012.wav,90.0,105.0,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0013,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0013.wav,97.5,112.5,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0014,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0014.wav,105.0,120.0,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0015,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0015.wav,112.5,127.5,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0016,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0016.wav,120.0,135.0,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0017,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0017.wav,127.5,142.5,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0018,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0018.wav,135.0,150.0,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0019,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0019.wav,142.5,157.5,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0020,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0020.wav,150.0,165.0,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0021,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0021.wav,157.5,172.5,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0022,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0022.wav,165.0,180.0,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0023,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0023.wav,172.5,187.5,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0024,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0024.wav,180.0,195.0,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0025,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0025.wav,187.5,202.5,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0026,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0026.wav,195.0,210.0,15.0,44100,1,16
01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0027,01M0RFPVSQM6GZ0JRCMPDF9GE1,/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/9a/8e/9a8eee827b10a2fa452023f0604d8fc0_01M0RFPVSQM6GZ0JRCMPDF9GE1.mp3,/Users/m.jian/music_corpus_project/data/stage6_segments/01M0RFPVSQM6GZ0JRCMPDF9GE1_chunk0027.wav,202.5,217.5,15.0,44100,1,16
